Labels.Skew.StandardDeviation,Labels.Mean.Skew,Labels.Kurtosis.Skew,Labels.Skew.Mean,Labels.Skew.Skew,Features.MutualInformation.Skew,Features.Skew.NonAggregated,Features.Entropy.Skew,Features.Kurtosis.Skew,FeaturesLabels.SpearmanCorrelation.Skew,Features.Skew.StandardDeviation,FeaturesLabels.PearsonCorrelation.Skew,Features.Skew.Skew,Features.PearsonCorrelation.Skew,Features.Skew.Mean,Labels.Skew.NonAggregated,Features.Mean.Skew,Features.SpearmanCorrelation.Skew,Features.MutualInformation.StandardDeviation,Features.Mean.NonAggregated,Features.Kurtosis.NonAggregated,FeaturesLabels.PearsonCorrelation.NonAggregated,FeaturesLabels.SpearmanCorrelation.NonAggregated,FeaturesLabels.MutualInformation.StandardDeviation,FeaturesLabels.MutualInformation.Mean,Features.Entropy.Mean,Features.Entropy.StandardDeviation,Features.MutualInformation.Mean,Features.Entropy.NonAggregated,Features.MutualInformation.NonAggregated,Labels.Entropy.NonAggregated,FeaturesLabels.MutualInformation.NonAggregated,Features.PearsonCorrelation.Mean,Features.PearsonCorrelation.StandardDeviation,Features.PearsonCorrelation.NonAggregated,FeaturesLabels.PearsonCorrelation.Mean,FeaturesLabels.PearsonCorrelation.StandardDeviation,Features.SpearmanCorrelation.Mean,Features.SpearmanCorrelation.StandardDeviation,FeaturesLabels.SpearmanCorrelation.Mean,FeaturesLabels.SpearmanCorrelation.StandardDeviation,Features.SpearmanCorrelation.NonAggregated,Features.Kurtosis.Mean,Features.Kurtosis.StandardDeviation,Labels.Kurtosis.NonAggregated,Features.Mean.Mean,Features.Mean.StandardDeviation,Labels.Mean.NonAggregated,Labels.Mean.StandardDeviation,Labels.Kurtosis.StandardDeviation,Labels.SpearmanCorrelation.NonAggregated,Labels.Mean.Mean,Labels.PearsonCorrelation.NonAggregated,Labels.Kurtosis.Mean,dataset,fam_score,alg_fam,instances,dimensionality,instances_with_missing_val,ratio_of_discrete_features,ratio_of_numeric_features,nonzero_vals_cnt,missing values,non-zero values,attributes total,attributes categorical,attributes numerical
,,,,,,,,,,0.8168444315735552,,,,0.4591177131029546,1.0532483070030871,,,,,,,,,,,,,,,,,0.13574432008731036,0.23868844741897877,,0.1692685882378163,0.2617003689500417,0.1067558218110043,0.2130540766975555,0.3128617597101345,0.3140138305558999,,0.039718111065552356,1.6493543697301354,-0.15621171477513585,0.06694946482791136,0.24139006716461536,0.9372937293729373,,,,,,,heart-cleveland_R.dat,,,303,0.0462046204620462,0,0.0,1.0,4242,0,,14,0,14
,,,,,,,,,,1.372735480365492,,,,0.7085966770520229,0.5808740766245468,,,,,,,,,,,,,,,,,0.17029161060239012,0.2711977240136939,,0.17699690959641307,0.28108539779229175,0.11022453853124325,0.23935311532968637,0.29968202355434875,0.32418605512985427,,2.121502871168178,3.7936668088556535,-1.66258530710558,0.027734329848246975,0.09607393916966792,0.36054421768707484,,,,,,,heart-hungarian_R.dat,,,294,0.04421768707482993,0,0.0,1.0,3822,0,,13,0,13
,,,,,,,,,,2.2874798230020703,,,,0.29724619363443244,0.2551157063856818,,,,,,,,,,,,,,,,,0.19295016734167875,0.2768249870242447,,0.20223417650614836,0.290826616362353,0.041788459188801336,0.14421171590172494,0.1504082669535629,0.284878218812964,,4.891363787317157,8.402221257710169,-0.7883292288917731,0.1388363975609756,0.4809447979068461,1.8048780487804879,,,,,,,heart-switzerland_R.dat,,,123,0.10569105691056911,0,0.0,1.0,1599,0,,13,0,13
,,,,,,,,,,1.7061952569760588,,,,-0.3720503259868624,0.29515807099878766,,,,,,,,,,,,,,,,,0.20571128910198858,0.28136158514096216,,0.18851496857696548,0.24508009952272192,0.11157498840978573,0.20121400480331122,0.20235058262623762,0.2615270120366895,,1.7104087146125515,7.782473698035222,-1.039731480878526,0.11692270982307694,0.4050335255891411,1.52,,,,,,,heart-va_R.dat,,,200,0.065,0,0.0,1.0,2600,0,,13,0,13
,,,,,,,,,,1.6578207924665582,,,,-0.35441876457941385,-1.450487022219095,,,,,,,,,,,,,,,,,0.13368670745877878,0.2531470949377686,,0.10993786838111941,0.23494493706974937,0.05093620927607343,0.20483320609952962,0.1476438518541508,0.2991965609094711,,2.0775679345581324,3.918103805467803,0.10391260162601679,0.039677329948387116,0.1729498818209557,0.7935483870967742,,,,,,,hepatitis_R.dat,,,155,0.12903225806451613,0,0.0,1.0,3100,0,,20,0,20
,,,,,,,,,,0.4509437763591586,,,,4.404895469098395,0.0,,,,,,,,,,,,,,,,,0.48932175181636595,0.4942336558697775,,0.1430241179325225,0.13049192289861372,0.9808008521703405,0.13349534229763127,0.05106930142313087,0.09491321189915865,,22.083722114243585,2.841137943307055,-2.0,4147.001711676543,416.62714930321647,0.5,,,,,,,hill-valley.dat,,,1212,0.08333333333333333,0,0.0,1.0,122412,0,,101,0,101
,,,,,,,,,,2.636276940344758,,,,1.990376253402725,0.5404528189332543,,,,,,,,,,,,,,,,,0.18071075973030937,0.22466817189366026,,0.11170474481912662,0.2979167985661799,0.348329040952426,0.18090983901718385,-0.026681217466947352,0.2597821077102174,,11.282281159312493,29.85547920472316,-1.707910750507099,28.14850550637751,128.24204345266543,0.3695652173913043,,,,,,,horse-colic.dat,,,368,0.07065217391304347,0,0.0,1.0,9568,0,,26,0,26
,,,,,,,,,,3.3389757830232965,,,,3.029607564484578,0.9447011547384523,,,,,,,,,,,,,,,,,0.10650201735811006,0.2950438715230712,,0.03206378535510655,0.2645382211267705,0.06823171422300962,0.34007705960719425,-0.022423968486537584,0.3883852774131241,,26.67112188555563,44.26103280494628,-1.1075397282358346,0.028644957952315614,0.08593481390160383,0.2864493996569468,,,,,,,ilpd-indian-liver_R.dat,,,583,0.017152658662092625,0,0.0,1.0,5830,0,,10,0,10
,,,,,,,,,,5.918454737843564,,,,4.1344229682859215,0.0,,,,,,,,,,,,,,,,,0.12283238165103963,0.3721125783024004,,0.07606074791341232,0.28001859328121786,0.15027855448977395,0.45965889063702403,0.1355541670952478,0.2926118863038831,,61.67173926790633,117.46634175186111,-1.25,22.10854077475949,34.92703483034101,3.0,,,,,,,image-segmentation.dat,,,2310,0.008225108225108226,0,0.0,1.0,43890,0,,19,0,19
,,,,,,,,,,0.6266994932227837,,,,-0.5821498087929362,-0.587974732207334,,,,,,,,,,,,,,,,,0.11980766050119988,0.2510392637602027,,0.16439100730937037,0.25221537941661404,0.13472515598894483,0.2769365094304351,0.13762844746364672,0.20290017628769275,,0.2803330925566481,1.0985609049987688,-1.6542857142857141,0.018853651732445117,0.10830624149790699,0.6410256410256411,,,,,,,ionosphere_R.dat,,,351,0.09686609686609686,0,0.0,1.0,11934,0,,34,0,34
,,,,,,,,,,0.2353502918152698,,,,0.053360316058302736,0.0,,,,,,,,,,,,,,,,,0.21087147924963615,0.47009213830341,,0.3268621300282997,0.5035328474516765,0.4148443932660374,0.583347759792478,0.6474043547605992,0.5448922581592106,,-0.9125461926630072,0.6638485804537847,-1.5,0.20000018319999996,0.3999999084000395,1.0,,,,,,,iris_R.dat,,,150,0.03333333333333333,0,0.0,1.0,750,0,,5,0,5
,,,,,,,,,,2.1927129978938305,,,,3.0909726285104964,,,,,,,,,,,,,,5.426264754702097,,5.426264754702097,1.0,0.2313133482603727,0.41320987646265683,,,,0.3882247003282456,0.5993166378889648,,,,18.713573761176917,24.806242433456838,,395.4946411376106,2167.677364590554,,,,,,,,kc3.csv,,,458,0.08733624454148471,0,0.0,1.0,18320,0,,40,0,40
,,,,,,,,,,1.2194048129487105,,,,-0.0015396522534947277,,,,0.004881288175338549,,,,,0.4623556470956776,0.3461314998202106,5.555048704360779,0.1986384769815396,0.022595067903171184,,,5.3219280948873635,,0.1069724774759795,0.22267395045485056,,,,0.05389634647842447,0.17472016610039007,,,,0.3978078424899745,1.8002454599090338,,41.39802631578947,37.96078214704452,,,,,,,,kidney.csv,,,76,0.09210526315789473,0,0.0,1.0,532,0,,7,0,7
,,,,,,,,,,1.3576222336317003,,,,0.24476697606857628,,,,0.0688334711760892,,,,,0.274513419373997,0.2627354178960222,4.827046618085791,0.30503560165274746,0.13060520381748442,,,4.321928094887363,,nan,nan,,,,nan,nan,,,,1.6750155650751908,4.148285679654682,,9.412290709168722,11.128271326346752,,,,,,,,labor.csv,,,57,0.2982456140350877,56,0.0,1.0,830,139,,17,0,17
,,,,,,,,,,0.6342464115274357,,,,-0.6933055623947593,-0.0678908394780249,,,,,,,,,,,,,,,,,0.04158579230148986,0.1467660235136201,,0.11912823079977278,0.2605351863484536,0.07636912227746182,0.2006217125323575,0.24031504819243868,0.3260479136859691,,-1.0193638287574007,0.9281365409668472,-1.2138303710377127,0.581750186,1.539165754910603,4.654,,,,,,,led-display_R.dat,,,1000,0.008,0,0.0,1.0,8000,0,,8,0,8
,,,,,,,,,,0.394682758983203,,,,-0.1973413794916015,-0.9867068974580074,,,,,,,,,,,,,,,,,0.33628390848892037,0.49252171338852907,,0.17256781697784063,0.42608609350578014,-0.04676765715208554,0.24721212349476226,0.10646468569582893,0.5614867462516435,,-1.6170327467141903,0.5510793183120739,-0.5851637335709521,0.29166666666666663,0.5833333333333333,1.4583333333333333,,,,,,,lenses_R.dat,,,24,0.20833333333333334,0,0.0,1.0,120,0,,5,0,5
,,,,,,,,,,0.1704268108753696,,,,-0.18454939386497726,0.0,,,,,,,,,,,,,,,,,0.1412323801126231,0.31029513878681886,,0.11619861894441996,0.24891606648640968,0.13251175882254,0.35297334146570536,0.06674927097005716,0.20930607385445624,,-0.7204491319384515,0.19640907733358248,-1.210714285714286,0.0769230688166972,0.7297563839702772,7.0,,,,,,,libras_R.dat,,,360,0.25277777777777777,0,0.0,1.0,32760,0,,91,0,91
,,,,,,,,,,2.2673542720487196,,,,1.121139719551197,2.0325580177163687,,,,,,,,,,,,,,,,,0.060070662627157906,0.42843950778752765,,0.08707047293781446,0.31798079126991996,0.1527931525785908,0.5141023936490196,0.13300906126789955,0.24681967860009152,,8.60388332836352,29.077664238441226,5.43192661446945,0.015177793437248982,0.15177788920619306,1.5329566854990584,,,,,,,low-res-spect_R.dat,,,531,0.1902071563088512,0,0.0,1.0,53631,0,,101,0,101
,,,,,,,,,,1.046289779118931,,,,1.5102789793920453,,,,,,,,,,,,,,6.6293566200796095,,6.6293566200796095,1.0,0.14272254173342194,0.27002462715923686,,,,0.00626941006575548,0.14115245489988099,,,,2.4542708764543586,4.194816378582628,,17.42269253380364,40.36541148731826,,,,,,,,lowbwt.csv,,,189,0.05291005291005291,0,0.0,1.0,1890,0,,10,0,10
,,,,,,,,,,1.3584618951525793,,,,0.14724543198164192,-0.05336049562253894,,,,,,,,,,,,,,,,,0.22566005098138242,0.3433397326648693,,0.1800581009297711,0.3644271923281507,0.01328390353067487,0.22552903624296744,0.00833843229691381,0.32425776696329445,,1.20906827306421,4.438209388312982,-1.3114596592744179,0.018091887171052635,0.13538894774731225,1.03125,,,,,,,lung-cancer_R.dat,,,32,1.78125,0,0.0,1.0,1824,0,,57,0,57
,,,,,,,,,,1.3119192368132897,,,,1.211431214928267,,,,,,,,,,,,,,5.1292830169449655,,5.1292830169449655,1.0,0.24387996012744573,0.33785655301105894,,,,0.2694647817294578,0.516566406734695,,,,2.387489794530847,4.354020029066025,,51.41436781609195,64.40390393504985,,,,,,,,lupus.csv,,,87,0.04597701149425287,0,0.0,1.0,348,0,,4,0,4
,,,,,,,,,,1.7624121652998535,,,,0.7298869204593558,0.4002766879167784,,,,,,,,,,,,,,,,,0.18629690534121598,0.2390757723738435,,0.16448389138186312,0.25278671006648457,0.1502790421581899,0.16278568955883013,0.19879955937601917,0.2835804291721621,,2.2073781133688155,7.648244350763915,-0.4563678780932765,0.07645801600284495,0.3243839835138264,1.4527027027027026,,,,,,,lymphography_R.dat,,,148,0.12837837837837837,0,0.0,1.0,2812,0,,19,0,19
,,,,,,,,,,8.98477265324463,,,,3.41223173472322,0.14816768396970584,,,,,,,,,,,,,,,,,0.13859282510553814,0.1854377664132265,,0.2358164322919594,0.3091025726855317,0.3625026465335522,0.18228104705481477,0.5389556417886202,0.26030673778921154,,110.50740874182772,247.1488719274673,-1.9780463374270538,0.07717679897676032,0.17257190663358954,0.4630593132154006,,,,,,,mammographic_R.dat,,,961,0.006243496357960458,0,0.0,1.0,5766,0,,6,0,6
,,,,,,,,,,1.4888783216893806,,,,1.5393391089382187,,,,0.037260437115451024,,,,,0.4341499737951226,0.38601987730826,7.739240626765881,1.403150160505792,0.05268654397492667,,,5.754887502163467,,0.05468052529062339,0.30233025966521876,,,,-0.021514132415481942,0.44289018924945844,,,,3.7103167088962,4.735342529229351,,812.1048783925722,2550.2408335296336,,,,,,,,meta.csv,,,528,0.041666666666666664,264,0.0,1.0,11112,504,,22,0,22
,,,,,,,,,,0.16203085735947698,,,,-0.004216563880282276,0.0,,,,,,,,,,,,,,,,,0.05560088838385764,0.19824462555061748,,0.07092481768112181,0.2297032540984139,-0.0008821821292136604,0.132755676407062,0.011002785246279248,0.1768537305139329,,-0.06662702979347006,0.28864811287861125,-1.2242424242424244,0.13688343556592306,0.9896452543846889,5.5,,,,,,,mfeat-karhunen.csv,,,2000,0.0325,0,0.0,1.0,130000,0,,65,0,65
,,,,,,,,,,0.33467375625390006,,,,0.5311684148607329,,,,,,,,,,,,,,10.813781191217041,,10.813781191217041,1.0,0.10365776874144873,0.48198027203509425,,,,0.14048872727220674,0.6564637768251285,,,,-0.5378957476939915,0.37720705942913946,,1052.69973157425,2282.6120038396193,,,,,,,,mfeat-morphological.csv,,,2000,0.0035,0,0.0,1.0,14000,0,,7,0,7
,,,,,,,,,,0.24285822845458463,,,,-0.035671235160679354,0.0,,,,,,,,,,,,,,,,,0.2415143546120747,0.32761697122986755,,0.19614813121727656,0.31484151486952366,0.0018440487125520391,0.10782641507958411,0.023313404342600104,0.21776798074153544,,-1.3661324495241485,0.20470593927628372,-2.0,0.008620653643461288,0.06508478439186496,0.5,,,,,,,molec-biol-promoter_R.dat,,,106,0.5471698113207547,0,0.0,1.0,6148,0,,58,0,58
,,,,,,,,,,0.17895606484010976,,,,-0.02749396286900066,-0.5552202407441618,,,,,,,,,,,,,,,,,0.1908370046937984,0.2874216776614534,,0.16285268712764991,0.299892058996437,0.009560482694483261,0.03455165262188996,-0.0005246505626859497,0.16527901050039304,,-1.264687946489434,0.16139060548759088,-1.3126319605193204,0.02095694808777429,0.16233131484046837,1.2783699059561129,,,,,,,molec-biol-splice_R.dat,,,3190,0.019122257053291535,0,0.0,1.0,194590,0,,61,0,61
,,,,,,,,,,0.04889471427659125,,,,-0.010768684901967945,0.0,,,,,,,,,,,,,,,,,0.17329210757028343,0.2524070454898266,,0.288484329482747,0.42850427312502987,0.16009437934202148,0.16654518784589983,0.0896169565202346,0.39524486552102495,,-1.2678996291164455,0.3484972139305233,-2.0,0.34497634532374105,0.06353673870696395,0.5,,,,,,,monks-1.dat,,,556,0.012589928057553957,0,0.0,1.0,3892,0,,7,0,7
,,,,,,,,,,0.29997005776049945,,,,-0.06244853183373918,0.6625667630489115,,,,,,,,,,,,,,,,,0.10908414334728087,0.10640099014457745,,0.15821336085621013,0.24883805486765448,0.15539011774761757,0.061482574516738775,0.19614018442010495,0.3285615638860545,,-1.293553760836666,0.2030273060986275,-1.5610052845028874,0.3179445153078203,0.011775981410152415,0.3427620632279534,,,,,,,monks-2.dat,,,601,0.011647254575707155,0,0.0,1.0,4207,0,,7,0,7
,,,,,,,,,,0.061765086989885976,,,,-3.459723655505263e-05,-0.07948508053971066,,,,,,,,,,,,,,,,,0.1324010217654472,0.2432552638787165,,0.1655063265784326,0.4338697826982986,0.12358928540286654,0.20876338276125256,0.008523373893177508,0.4403567977127589,,-1.2301964270406327,0.3644181098152427,-1.9936821219715954,0.34655179319236723,0.0710089229650018,0.51985559566787,,,,,,,monks-3.dat,,,554,0.01263537906137184,0,0.0,1.0,3878,0,,7,0,7
,,,,,,,,,,2.128689112435858,,,,-0.7091756695926742,0.07193224988597952,,,,,,,,,,,,,,,,,0.015074751959377922,0.17727133565049832,,0.021527636869034084,0.25000376937320834,0.002881442266185095,0.23896129816356118,0.018337590138823558,0.3695388756547436,,4.049197931854839,12.634418914625288,-1.9948257514263408,0.021910213692314568,0.1004060542172922,0.48202855736090594,,,,,,,mushroom_R.dat,,,8124,0.0027080256031511572,0,0.0,1.0,178728,0,,22,0,22
,,,,,,,,,,1.853057828904438,,,,0.2814148314415987,0.2627425295552579,,,,,,,,,,,,,,,,,0.09755113560747437,0.30953167289847505,,0.09482454881606507,0.25119252469202286,0.05707773038817106,0.32025477200228464,-0.022933548668149163,0.1448881488397224,,3.5781175867220374,21.904037889904398,-1.9309663631629046,0.0026040227745735447,0.0335506530943414,0.43487394957983194,,,,,,,musk-1_R.dat,,,476,0.35084033613445376,0,0.0,1.0,79492,0,,167,0,167
,,,,,,,,,,1.2048381614401598,,,,1.4776752926369436,,,,,,,,,0.39241765575820103,0.6075823442417989,6.42333113201433,0.294048115069363,,,0.2151646884835979,6.129283016944967,,,,"(0.02475850918587408, 0.7715372110161388)",,,,,,,-0.15203618466708232,2.904923206396766,3.8393746788239427,,43.89107142857143,6.6053571428571445,,,,,,,,newton_hema.csv,,,140,0.02857142857142857,0,0.0,1.0,560,0,,4,0,4
,,,,,,,,,,0.5885929083385221,,,,-0.11791188076872638,,,,,,,,,,,,,,7.971543553950772,,7.971543553950772,1.0,0.07786857648313752,0.23786912864176263,,,,0.03983350310039145,0.23667275360400009,,,,0.4581793204363643,1.8408061541140586,,24.353844274285713,48.73983757965864,,,,,,,,no2.csv,,,500,0.016,0,0.0,1.0,4000,0,,8,0,8
,,,,,,,,,,1.554913347784581,,,,0.7094933293503302,,,,,,,,,,,,,,8.396604781181859,,8.396604781181859,1.0,0.03517688675800333,0.5066511945667866,,,,0.030069220315025888,0.8207960515014098,,,,3.3434676259651486,5.137255827186455,,-2.004677580921057e-08,9.851216139232318e-08,,,,,,,,oocytes_merluccius_nucleus_4d.dat,,,1022,0.0410958904109589,0,0.0,1.0,42924,0,,42,0,42
,,,,,,,,,,1.4546186014482765,,,,0.15203458995777688,-0.9597886302032,,,,,,,,,,,,,,,,,0.04360432785114908,0.38054256709467676,,0.0999514878422819,0.3261910170368419,0.06433190027677879,0.5549827112480814,0.2178937664420531,0.5070454570662825,,2.2555993313940585,4.0271265853623675,-0.9812418907127061,0.055133213983020096,0.275666116498898,1.433463796477495,,,,,,,oocytes_merluccius_states_2f_R.dat,,,1022,0.025440313111545987,0,0.0,1.0,26572,0,,26,0,26
,,,,,,,,,,1.6898046315121438,,,,0.3644246309380579,-0.31524824101198373,,,,,,,,,,,,,,,,,0.06260587451131959,0.33746594954785336,,0.08565428541833345,0.2641665690079519,0.06878093144681788,0.4802722935673287,0.0015565219529933368,0.22582911303033973,,4.563238137356942,7.842344751817639,-1.90061854653885,0.02222505062804488,0.11112516531299446,0.5778508771929824,,,,,,,oocytes_trisopterus_nucleus_2f_R.dat,,,912,0.02850877192982456,0,0.0,1.0,23712,0,,26,0,26
,,,,,,,,,,1.5516253901834034,,,,0.7367329693399691,0.33802924710745225,,,,,,,,,,,,,,,,,0.14426111397933472,0.4068808650370295,,0.18461265902400964,0.31076160062369357,0.2591497868679354,0.5795113309723708,0.30149275975520246,0.3890644543308259,,4.053525230577574,7.169204611024137,-1.869235200156874,0.02525252958275518,0.14284985401968295,0.8333333333333334,,,,,,,oocytes_trisopterus_states_5b_R.dat,,,912,0.03618421052631579,0,0.0,1.0,30096,0,,33,0,33
,,,,,,,,,,1.6762562423426015,,,,-0.19050087636566182,5.6364319102999545,,,,,,,,,,,,,,,,,0.18128274535413208,0.3038748894942024,,0.06574564734130527,0.20676922904257736,0.2755306784209201,0.36727893459499894,0.028355332762192473,0.1592195703593599,,2.6062546097988606,10.509504710728393,29.769364679447598,0.00039436594314852546,0.003345925948502577,0.028785488958990538,,,,,,,ozone_R.dat,,,2536,0.028785488958990538,0,0.0,1.0,185128,0,,73,0,73
,,,,,,,,,,1.3908086474959567,,,,1.52175189092784,-1.1785714285714286,,,,,,,,,,,,,,,,,0.19477712829249197,0.379523848813068,,0.1288447281367692,0.25403722136135026,0.31008554287127454,0.4936846133203176,0.31833729502987673,0.317556812833125,,5.088877544846856,6.136875549266904,-0.6109693877551026,0.03277590598247492,0.15373269338727907,0.7538461538461538,,,,,,,parkinsons_R.dat,,,195,0.11794871794871795,0,0.0,1.0,4485,0,,23,0,23
,,,,,,,,,,1.1682958099354732,,,,0.539941455355351,0.6337757030614577,,,,,,,,,,,,,,,,,0.11427285401653384,0.15408558404876527,,0.15410509268405115,0.24101879778295823,0.1682858969856635,0.17356086680859256,0.3075206238406243,0.27280207856610783,,2.266430433277729,2.9160220848460856,-1.5983283582089547,0.03877329460995369,0.10966697215247072,0.3489583333333333,,,,,,,pima_R.dat,,,768,0.01171875,0,0.0,1.0,6912,0,,9,0,9
,,,,,,,,,,0.7510711605763051,,,,-0.5809972610760373,-1.458984586417971,,,,,,,,,,,,,,,,,0.19303895915045097,0.21213059380164692,,0.29125688918116743,0.3420784575918656,0.16951617130535726,0.2093098104117711,0.39359064087891177,0.3355334161586064,,0.09593299984073764,1.0603972576194685,0.42032114113832364,0.19929208820754715,0.5272784061753485,1.5943396226415094,,,,,,,pittsburg-bridges-MATERIAL_R.dat,,,106,0.07547169811320754,0,0.0,1.0,848,0,,8,0,8
,,,,,,,,,,0.612921329058092,,,,-0.4703339998348876,-0.35104066124361333,,,,,,,,,,,,,,,,,0.18632892810857551,0.18674696926867798,,0.2570950450552999,0.275480528840747,0.1437608311305587,0.17887041650133295,0.3319742729942645,0.30550131224742705,,-0.23694265311231963,1.1339428051822469,-1.694602265289132,0.14684462378640775,0.38851446599266043,1.174757281553398,,,,,,,pittsburg-bridges-REL-L_R.dat,,,103,0.07766990291262135,0,0.0,1.0,824,0,,8,0,8
,,,,,,,,,,0.5996733227135551,,,,-0.41566287700484006,0.0,,,,,,,,,,,,,,,,,0.2247363990366789,0.2339561736952046,,0.2592013389511415,0.32367389040573885,0.15265777919898257,0.1785864416211299,0.3852760693277856,0.26847792529616654,,-0.23303459577942723,0.9075613041844802,-0.9090909090909092,0.12500012513586953,0.33071886658655913,1.0,,,,,,,pittsburg-bridges-SPAN_R.dat,,,92,0.08695652173913043,0,0.0,1.0,736,0,,8,0,8
,,,,,,,,,,1.0510203485760505,,,,-0.15703711916792595,2.1082706645033014,,,,,,,,,,,,,,,,,0.16861065824371124,0.1939572260774784,,0.17016112203570635,0.2871362524140723,0.10172810941932613,0.16738608040394815,0.19249059408852914,0.3488851231769451,,0.2798644027314439,1.2709695703401462,2.444805194805192,0.017156946078431375,0.045392760608888263,0.13725490196078433,,,,,,,pittsburg-bridges-T-OR-D_R.dat,,,102,0.0784313725490196,0,0.0,1.0,816,0,,8,0,8
,,,,,,,,,,0.7228938972551552,,,,-0.36269816033312763,0.3017547578805822,,,,,,,,,,,,,,,,,0.18422119378938703,0.1854279305940692,,0.23776109931671313,0.2859008508481371,0.17799320864206614,0.19067276044824713,0.4219038739116754,0.27457226213449004,,-0.005487761704544347,1.0860353930452464,-0.4906134638015849,0.27619031119047616,0.7307313768489072,2.2095238095238097,,,,,,,pittsburg-bridges-TYPE_R.dat,,,105,0.0761904761904762,0,0.0,1.0,840,0,,8,0,8
,,,,,,,,,,0.41686571420636803,,,,-0.07681562501507223,0.9486832980505135,,,,,,,,,,,,,,,,,0.19135430108956575,0.35627482676455907,,0.3527230568252749,0.38163970075048126,0.024806820656103852,0.2984167021989604,0.0702273401984013,0.2707697529209107,,0.3693647028294237,0.7517396678728947,-1.1000000000000003,0.021978056032121725,0.07613409160110945,0.2857142857142857,,,,,,,planning_R.dat,,,182,0.07142857142857142,0,0.0,1.0,2366,0,,13,0,13
,,,,,,,,,,1.7759887109743078,,,,2.186523272595563,0.0,,,,,,,,,,,,,,,,,0.022219908968945667,0.2461083857658318,,0.05403386283433564,0.21391113869826636,0.028220507170010758,0.3789865033742864,0.03837595087932863,0.1647080908298469,,10.330268771718519,24.36099197880782,-1.2002400240024003,0.7615384512733654,6.092307693590835,49.5,,,,,,,plant-margin_R.dat,,,1600,0.040625,0,0.0,1.0,104000,0,,65,0,65
,,,,,,,,,,0.7166135596048255,,,,1.3681751412031924,0.0,,,,,,,,,,,,,,,,,0.34205695339221476,0.3817192187483243,,0.06809047930856454,0.10876714296903436,0.6945360711692928,0.23743658896238662,0.0643641894236248,0.12608048339046163,,3.71083715809881,2.4924257375689742,-1.2002400240024003,0.7615384593215722,6.0923076925848045,49.5,,,,,,,plant-shape_R.dat,,,1600,0.040625,0,0.0,1.0,104000,0,,65,0,65
,,,,,,,,,,1.4827072793949807,,,,3.0917570249389,-5.991079798102459e-05,,,,,,,,,,,,,,,,,0.0388704283526739,0.20517920188839525,,0.1035873269092115,0.22835287670178916,0.06402593379405229,0.3091494502640349,0.04283627580704766,0.17234813455715897,,15.3800970503592,17.793245440889496,-1.200158753569666,0.7620147279090392,6.096117765015124,49.530956848030016,,,,,,,plant-texture_R.dat,,,1599,0.04065040650406504,0,0.0,1.0,103935,0,,65,0,65
,,,,,,,,,,3.754431865065273,,,,3.0493985563619415,,,,0.007822380583612993,,,,,0.42969343785433883,0.2557811668041208,6.997169864277878,0.9268728730945331,0.013725898256477543,,,7.507794640198696,,0.17950142559378732,0.27403419910529003,,,,0.1480984445517907,0.2649864488517353,,,,29.237198051217025,63.784410332949506,,541.6729437015872,766.0482834903469,,,,,,,,plasma_retinol.csv,,,315,0.044444444444444446,0,0.0,1.0,4410,0,,14,0,14
,,,,,,,,,,0.5190815211783493,,,,-0.0454860857266827,,,,,,,,,,,,,,7.942514505339241,,7.942514505339241,1.0,0.10342184839280069,0.24501875133897033,,,,0.03772328777972206,0.2092360245447212,,,,0.482046670030326,1.7872842567711371,,23.996290077142856,47.96078359436844,,,,,,,,pm10.csv,,,500,0.016,0,0.0,1.0,4000,0,,8,0,8
,,,,,,,,,,0.8936127106748721,,,,0.12806962367566843,0.9919788581670538,,,,,,,,,,,,,,,,,0.2583260158496756,0.32402291598500493,,0.31589972348658335,0.3661332618628437,0.04833918280684977,0.10525285976345664,0.13389809855844947,0.3163531067379821,,0.6148690280804485,3.338740147677341,-0.9804919083480215,0.06172822592592591,0.1745943267607114,0.5555555555555556,,,,,,,post-operative_R.dat,,,90,0.1,0,0.0,1.0,810,0,,9,0,9
,,,,,,,,,,0.08523253620267837,,,,-0.09850496972080834,0.0,,,,,,,,,,,,,,,,,0.20082935376086666,0.252491348200501,,0.33445503379249025,0.3904594894251061,0.4084891782238955,0.22768684798208627,0.6791920054691314,0.28101338336750115,,-1.2568939654290208,0.5814218740404407,-2.0,0.3105346551066666,0.2710346584454918,0.5,,,,,,,prnn_synth.csv,,,250,0.012,0,0.0,1.0,750,0,,3,0,3
,,,,,,,,,,0.6993759647642985,,,,0.46936836593657266,,,,,,,,,,,,,,4.857980995127572,,4.857980995127572,1.0,0.15152595746022396,0.2815374537655492,,,,0.1488857806242956,0.35014661846221856,,,,0.6097877312601061,2.2367421360060775,,1193.9519999999998,1752.1935692428506,,,,,,,,rabe_131.csv,,,50,0.12,0,0.0,1.0,300,0,,6,0,6
,,,,,,,,,,0.33485912758023445,,,,0.39001913712462366,,,,,,,,,,,,,,8.991521846075695,,8.991521846075695,1.0,,,"(0.2072785659839835, 2.117514073565652e-11)",,,,,,,0.20432825208957217,-0.8957570135166674,0.7669434002538152,,68.265625,65.8642578125,,,,,,,,rmftsa_sleepdata.csv,,,1024,0.0029296875,0,0.0,1.0,3072,0,,3,0,3
